,date,value,search_type,event,kw,index,rumor_day,announce_day,kwe,rumor_delta,announce_delta,rumor_announce_gap,max_date,min_date,study_duration,n_event_kws,rumor_period,announce_period,control_period,period,start_delta,year,val_prop
12248,2019-02-24,0,youtube,Kirstjen_Security_2019,kirstjen nielsen resigns,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen resigns_Kirstjen_Security_2019,-7,-42,35,2019-05-07,2019-02-03,93,3,0,0,1,control,21,2019,0.0
12249,2019-02-25,0,youtube,Kirstjen_Security_2019,kirstjen nielsen resigns,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen resigns_Kirstjen_Security_2019,-6,-41,35,2019-05-07,2019-02-03,93,3,0,0,1,control,22,2019,0.0
12250,2019-02-26,0,youtube,Kirstjen_Security_2019,kirstjen nielsen resigns,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen resigns_Kirstjen_Security_2019,-5,-40,35,2019-05-07,2019-02-03,93,3,0,0,1,control,23,2019,0.0
12251,2019-02-27,0,youtube,Kirstjen_Security_2019,kirstjen nielsen resigns,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen resigns_Kirstjen_Security_2019,-4,-39,35,2019-05-07,2019-02-03,93,3,0,0,1,control,24,2019,0.0
12252,2019-02-28,39,youtube,Kirstjen_Security_2019,kirstjen nielsen resigns,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen resigns_Kirstjen_Security_2019,-3,-38,35,2019-05-07,2019-02-03,93,3,0,0,1,control,25,2019,0.018055555555555554
12253,2019-03-01,0,youtube,Kirstjen_Security_2019,kirstjen nielsen resigns,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen resigns_Kirstjen_Security_2019,-2,-37,35,2019-05-07,2019-02-03,93,3,0,0,1,control,26,2019,0.0
12254,2019-03-02,0,youtube,Kirstjen_Security_2019,kirstjen nielsen resigns,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen resigns_Kirstjen_Security_2019,-1,-36,35,2019-05-07,2019-02-03,93,3,0,0,1,control,27,2019,0.0
12255,2019-03-03,0,youtube,Kirstjen_Security_2019,kirstjen nielsen resigns,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen resigns_Kirstjen_Security_2019,0,-35,35,2019-05-07,2019-02-03,93,3,1,0,0,rumor_period,28,2019,0.0
12256,2019-03-04,0,youtube,Kirstjen_Security_2019,kirstjen nielsen resigns,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen resigns_Kirstjen_Security_2019,1,-34,35,2019-05-07,2019-02-03,93,3,0,0,1,control,29,2019,0.0
12257,2019-03-05,0,youtube,Kirstjen_Security_2019,kirstjen nielsen resigns,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen resigns_Kirstjen_Security_2019,2,-33,35,2019-05-07,2019-02-03,93,3,0,0,1,control,30,2019,0.0
12258,2019-03-06,0,youtube,Kirstjen_Security_2019,kirstjen nielsen resigns,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen resigns_Kirstjen_Security_2019,3,-32,35,2019-05-07,2019-02-03,93,3,0,0,1,control,31,2019,0.0
12259,2019-03-07,0,youtube,Kirstjen_Security_2019,kirstjen nielsen resigns,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen resigns_Kirstjen_Security_2019,4,-31,35,2019-05-07,2019-02-03,93,3,0,0,1,control,32,2019,0.0
12260,2019-03-08,0,youtube,Kirstjen_Security_2019,kirstjen nielsen resigns,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen resigns_Kirstjen_Security_2019,5,-30,35,2019-05-07,2019-02-03,93,3,0,0,1,control,33,2019,0.0
12261,2019-03-09,28,youtube,Kirstjen_Security_2019,kirstjen nielsen resigns,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen resigns_Kirstjen_Security_2019,6,-29,35,2019-05-07,2019-02-03,93,3,0,0,1,control,34,2019,0.012962962962962963
12262,2019-03-10,0,youtube,Kirstjen_Security_2019,kirstjen nielsen resigns,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen resigns_Kirstjen_Security_2019,7,-28,35,2019-05-07,2019-02-03,93,3,0,0,1,control,35,2019,0.0
12263,2019-03-11,0,youtube,Kirstjen_Security_2019,kirstjen nielsen resigns,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen resigns_Kirstjen_Security_2019,8,-27,35,2019-05-07,2019-02-03,93,3,0,0,1,control,36,2019,0.0
12264,2019-03-12,0,youtube,Kirstjen_Security_2019,kirstjen nielsen resigns,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen resigns_Kirstjen_Security_2019,9,-26,35,2019-05-07,2019-02-03,93,3,0,0,1,control,37,2019,0.0
12265,2019-03-13,38,youtube,Kirstjen_Security_2019,kirstjen nielsen resigns,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen resigns_Kirstjen_Security_2019,10,-25,35,2019-05-07,2019-02-03,93,3,0,0,1,control,38,2019,0.017592592592592594
12266,2019-03-14,0,youtube,Kirstjen_Security_2019,kirstjen nielsen resigns,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen resigns_Kirstjen_Security_2019,11,-24,35,2019-05-07,2019-02-03,93,3,0,0,1,control,39,2019,0.0
12267,2019-03-15,0,youtube,Kirstjen_Security_2019,kirstjen nielsen resigns,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen resigns_Kirstjen_Security_2019,12,-23,35,2019-05-07,2019-02-03,93,3,0,0,1,control,40,2019,0.0
12268,2019-03-16,0,youtube,Kirstjen_Security_2019,kirstjen nielsen resigns,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen resigns_Kirstjen_Security_2019,13,-22,35,2019-05-07,2019-02-03,93,3,0,0,1,control,41,2019,0.0
12269,2019-03-17,0,youtube,Kirstjen_Security_2019,kirstjen nielsen resigns,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen resigns_Kirstjen_Security_2019,14,-21,35,2019-05-07,2019-02-03,93,3,0,0,1,control,42,2019,0.0
12270,2019-03-18,0,youtube,Kirstjen_Security_2019,kirstjen nielsen resigns,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen resigns_Kirstjen_Security_2019,15,-20,35,2019-05-07,2019-02-03,93,3,0,0,1,control,43,2019,0.0
12271,2019-03-19,30,youtube,Kirstjen_Security_2019,kirstjen nielsen resigns,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen resigns_Kirstjen_Security_2019,16,-19,35,2019-05-07,2019-02-03,93,3,0,0,1,control,44,2019,0.013888888888888888
12272,2019-03-20,30,youtube,Kirstjen_Security_2019,kirstjen nielsen resigns,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen resigns_Kirstjen_Security_2019,17,-18,35,2019-05-07,2019-02-03,93,3,0,0,1,control,45,2019,0.013888888888888888
12273,2019-03-21,0,youtube,Kirstjen_Security_2019,kirstjen nielsen resigns,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen resigns_Kirstjen_Security_2019,18,-17,35,2019-05-07,2019-02-03,93,3,0,0,1,control,46,2019,0.0
12274,2019-03-22,0,youtube,Kirstjen_Security_2019,kirstjen nielsen resigns,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen resigns_Kirstjen_Security_2019,19,-16,35,2019-05-07,2019-02-03,93,3,0,0,1,control,47,2019,0.0
12275,2019-03-23,0,youtube,Kirstjen_Security_2019,kirstjen nielsen resigns,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen resigns_Kirstjen_Security_2019,20,-15,35,2019-05-07,2019-02-03,93,3,0,0,1,control,48,2019,0.0
12276,2019-03-24,0,youtube,Kirstjen_Security_2019,kirstjen nielsen resigns,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen resigns_Kirstjen_Security_2019,21,-14,35,2019-05-07,2019-02-03,93,3,0,0,1,control,49,2019,0.0
12277,2019-03-25,98,youtube,Kirstjen_Security_2019,kirstjen nielsen resigns,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen resigns_Kirstjen_Security_2019,22,-13,35,2019-05-07,2019-02-03,93,3,0,0,1,control,50,2019,0.04537037037037037
12278,2019-03-26,0,youtube,Kirstjen_Security_2019,kirstjen nielsen resigns,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen resigns_Kirstjen_Security_2019,23,-12,35,2019-05-07,2019-02-03,93,3,0,0,1,control,51,2019,0.0
12279,2019-03-27,0,youtube,Kirstjen_Security_2019,kirstjen nielsen resigns,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen resigns_Kirstjen_Security_2019,24,-11,35,2019-05-07,2019-02-03,93,3,0,0,1,control,52,2019,0.0
12280,2019-03-28,0,youtube,Kirstjen_Security_2019,kirstjen nielsen resigns,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen resigns_Kirstjen_Security_2019,25,-10,35,2019-05-07,2019-02-03,93,3,0,0,1,control,53,2019,0.0
12281,2019-03-29,0,youtube,Kirstjen_Security_2019,kirstjen nielsen resigns,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen resigns_Kirstjen_Security_2019,26,-9,35,2019-05-07,2019-02-03,93,3,0,0,1,control,54,2019,0.0
12282,2019-03-30,0,youtube,Kirstjen_Security_2019,kirstjen nielsen resigns,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen resigns_Kirstjen_Security_2019,27,-8,35,2019-05-07,2019-02-03,93,3,0,0,1,control,55,2019,0.0
12283,2019-03-31,37,youtube,Kirstjen_Security_2019,kirstjen nielsen resigns,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen resigns_Kirstjen_Security_2019,28,-7,35,2019-05-07,2019-02-03,93,3,0,0,1,control,56,2019,0.01712962962962963
12284,2019-04-01,0,youtube,Kirstjen_Security_2019,kirstjen nielsen resigns,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen resigns_Kirstjen_Security_2019,29,-6,35,2019-05-07,2019-02-03,93,3,0,0,1,control,57,2019,0.0
12285,2019-04-02,0,youtube,Kirstjen_Security_2019,kirstjen nielsen resigns,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen resigns_Kirstjen_Security_2019,30,-5,35,2019-05-07,2019-02-03,93,3,0,0,1,control,58,2019,0.0
12286,2019-04-03,40,youtube,Kirstjen_Security_2019,kirstjen nielsen resigns,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen resigns_Kirstjen_Security_2019,31,-4,35,2019-05-07,2019-02-03,93,3,0,0,1,control,59,2019,0.018518518518518517
12287,2019-04-04,0,youtube,Kirstjen_Security_2019,kirstjen nielsen resigns,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen resigns_Kirstjen_Security_2019,32,-3,35,2019-05-07,2019-02-03,93,3,0,0,1,control,60,2019,0.0
12288,2019-04-05,0,youtube,Kirstjen_Security_2019,kirstjen nielsen resigns,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen resigns_Kirstjen_Security_2019,33,-2,35,2019-05-07,2019-02-03,93,3,0,0,1,control,61,2019,0.0
12289,2019-04-06,0,youtube,Kirstjen_Security_2019,kirstjen nielsen resigns,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen resigns_Kirstjen_Security_2019,34,-1,35,2019-05-07,2019-02-03,93,3,0,0,1,control,62,2019,0.0
12290,2019-04-07,41,youtube,Kirstjen_Security_2019,kirstjen nielsen resigns,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen resigns_Kirstjen_Security_2019,35,0,35,2019-05-07,2019-02-03,93,3,0,1,0,announce_period,63,2019,0.01898148148148148
12291,2019-04-08,26,youtube,Kirstjen_Security_2019,kirstjen nielsen resigns,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen resigns_Kirstjen_Security_2019,36,1,35,2019-05-07,2019-02-03,93,3,0,0,1,control,64,2019,0.012037037037037037
12292,2019-04-09,0,youtube,Kirstjen_Security_2019,kirstjen nielsen resigns,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen resigns_Kirstjen_Security_2019,37,2,35,2019-05-07,2019-02-03,93,3,0,0,1,control,65,2019,0.0
12293,2019-04-10,0,youtube,Kirstjen_Security_2019,kirstjen nielsen resigns,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen resigns_Kirstjen_Security_2019,38,3,35,2019-05-07,2019-02-03,93,3,0,0,1,control,66,2019,0.0
12294,2019-04-11,0,youtube,Kirstjen_Security_2019,kirstjen nielsen resigns,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen resigns_Kirstjen_Security_2019,39,4,35,2019-05-07,2019-02-03,93,3,0,0,1,control,67,2019,0.0
12295,2019-04-12,100,youtube,Kirstjen_Security_2019,kirstjen nielsen resigns,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen resigns_Kirstjen_Security_2019,40,5,35,2019-05-07,2019-02-03,93,3,0,0,1,control,68,2019,0.046296296296296294
12296,2019-04-13,0,youtube,Kirstjen_Security_2019,kirstjen nielsen resigns,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen resigns_Kirstjen_Security_2019,41,6,35,2019-05-07,2019-02-03,93,3,0,0,1,control,69,2019,0.0
12297,2019-04-14,39,youtube,Kirstjen_Security_2019,kirstjen nielsen resigns,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen resigns_Kirstjen_Security_2019,42,7,35,2019-05-07,2019-02-03,93,3,0,0,1,control,70,2019,0.018055555555555554
12298,2019-04-15,0,youtube,Kirstjen_Security_2019,kirstjen nielsen resigns,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen resigns_Kirstjen_Security_2019,43,8,35,2019-05-07,2019-02-03,93,3,0,0,1,control,71,2019,0.0
12299,2019-04-16,28,youtube,Kirstjen_Security_2019,kirstjen nielsen resigns,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen resigns_Kirstjen_Security_2019,44,9,35,2019-05-07,2019-02-03,93,3,0,0,1,control,72,2019,0.012962962962962963
12300,2019-04-17,0,youtube,Kirstjen_Security_2019,kirstjen nielsen resigns,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen resigns_Kirstjen_Security_2019,45,10,35,2019-05-07,2019-02-03,93,3,0,0,1,control,73,2019,0.0
12301,2019-04-18,0,youtube,Kirstjen_Security_2019,kirstjen nielsen resigns,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen resigns_Kirstjen_Security_2019,46,11,35,2019-05-07,2019-02-03,93,3,0,0,1,control,74,2019,0.0
12302,2019-04-19,22,youtube,Kirstjen_Security_2019,kirstjen nielsen resigns,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen resigns_Kirstjen_Security_2019,47,12,35,2019-05-07,2019-02-03,93,3,0,0,1,control,75,2019,0.010185185185185186
12303,2019-04-20,0,youtube,Kirstjen_Security_2019,kirstjen nielsen resigns,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen resigns_Kirstjen_Security_2019,48,13,35,2019-05-07,2019-02-03,93,3,0,0,1,control,76,2019,0.0
12304,2019-04-21,27,youtube,Kirstjen_Security_2019,kirstjen nielsen resigns,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen resigns_Kirstjen_Security_2019,49,14,35,2019-05-07,2019-02-03,93,3,0,0,1,control,77,2019,0.0125
12305,2019-04-22,0,youtube,Kirstjen_Security_2019,kirstjen nielsen resigns,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen resigns_Kirstjen_Security_2019,50,15,35,2019-05-07,2019-02-03,93,3,0,0,1,control,78,2019,0.0
12306,2019-04-23,0,youtube,Kirstjen_Security_2019,kirstjen nielsen resigns,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen resigns_Kirstjen_Security_2019,51,16,35,2019-05-07,2019-02-03,93,3,0,0,1,control,79,2019,0.0
12307,2019-04-24,0,youtube,Kirstjen_Security_2019,kirstjen nielsen resigns,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen resigns_Kirstjen_Security_2019,52,17,35,2019-05-07,2019-02-03,93,3,0,0,1,control,80,2019,0.0
12308,2019-04-25,22,youtube,Kirstjen_Security_2019,kirstjen nielsen resigns,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen resigns_Kirstjen_Security_2019,53,18,35,2019-05-07,2019-02-03,93,3,0,0,1,control,81,2019,0.010185185185185186
12309,2019-04-26,32,youtube,Kirstjen_Security_2019,kirstjen nielsen resigns,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen resigns_Kirstjen_Security_2019,54,19,35,2019-05-07,2019-02-03,93,3,0,0,1,control,82,2019,0.014814814814814815
12310,2019-04-27,0,youtube,Kirstjen_Security_2019,kirstjen nielsen resigns,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen resigns_Kirstjen_Security_2019,55,20,35,2019-05-07,2019-02-03,93,3,0,0,1,control,83,2019,0.0
12311,2019-04-28,0,youtube,Kirstjen_Security_2019,kirstjen nielsen resigns,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen resigns_Kirstjen_Security_2019,56,21,35,2019-05-07,2019-02-03,93,3,0,0,1,control,84,2019,0.0
12312,2019-04-29,0,youtube,Kirstjen_Security_2019,kirstjen nielsen resigns,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen resigns_Kirstjen_Security_2019,57,22,35,2019-05-07,2019-02-03,93,3,0,0,1,control,85,2019,0.0
12313,2019-04-30,0,youtube,Kirstjen_Security_2019,kirstjen nielsen resigns,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen resigns_Kirstjen_Security_2019,58,23,35,2019-05-07,2019-02-03,93,3,0,0,1,control,86,2019,0.0
12314,2019-05-01,0,youtube,Kirstjen_Security_2019,kirstjen nielsen resigns,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen resigns_Kirstjen_Security_2019,59,24,35,2019-05-07,2019-02-03,93,3,0,0,1,control,87,2019,0.0
12315,2019-05-02,0,youtube,Kirstjen_Security_2019,kirstjen nielsen resigns,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen resigns_Kirstjen_Security_2019,60,25,35,2019-05-07,2019-02-03,93,3,0,0,1,control,88,2019,0.0
12316,2019-05-03,32,youtube,Kirstjen_Security_2019,kirstjen nielsen resigns,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen resigns_Kirstjen_Security_2019,61,26,35,2019-05-07,2019-02-03,93,3,0,0,1,control,89,2019,0.014814814814814815
12317,2019-05-04,0,youtube,Kirstjen_Security_2019,kirstjen nielsen resigns,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen resigns_Kirstjen_Security_2019,62,27,35,2019-05-07,2019-02-03,93,3,0,0,1,control,90,2019,0.0
12318,2019-05-05,22,youtube,Kirstjen_Security_2019,kirstjen nielsen resigns,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen resigns_Kirstjen_Security_2019,63,28,35,2019-05-07,2019-02-03,93,3,0,0,1,control,91,2019,0.010185185185185186
12319,2019-05-06,0,youtube,Kirstjen_Security_2019,kirstjen nielsen resigns,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen resigns_Kirstjen_Security_2019,64,29,35,2019-05-07,2019-02-03,93,3,0,0,1,control,92,2019,0.0
12320,2019-05-07,0,youtube,Kirstjen_Security_2019,kirstjen nielsen resigns,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen resigns_Kirstjen_Security_2019,65,30,35,2019-05-07,2019-02-03,93,3,0,0,1,control,93,2019,0.0
12321,2019-02-03,20,web,Kirstjen_Security_2019,kirstjen nielsen homeland security,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen homeland security_Kirstjen_Security_2019,-28,-63,35,2019-05-07,2019-02-03,93,3,0,0,1,control,0,2019,0.007104795737122558
12322,2019-02-04,0,web,Kirstjen_Security_2019,kirstjen nielsen homeland security,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen homeland security_Kirstjen_Security_2019,-27,-62,35,2019-05-07,2019-02-03,93,3,0,0,1,control,1,2019,0.0
12323,2019-02-05,0,web,Kirstjen_Security_2019,kirstjen nielsen homeland security,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen homeland security_Kirstjen_Security_2019,-26,-61,35,2019-05-07,2019-02-03,93,3,0,0,1,control,2,2019,0.0
12324,2019-02-06,63,web,Kirstjen_Security_2019,kirstjen nielsen homeland security,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen homeland security_Kirstjen_Security_2019,-25,-60,35,2019-05-07,2019-02-03,93,3,0,0,1,control,3,2019,0.022380106571936058
12325,2019-02-07,25,web,Kirstjen_Security_2019,kirstjen nielsen homeland security,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen homeland security_Kirstjen_Security_2019,-24,-59,35,2019-05-07,2019-02-03,93,3,0,0,1,control,4,2019,0.008880994671403197
12326,2019-02-08,0,web,Kirstjen_Security_2019,kirstjen nielsen homeland security,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen homeland security_Kirstjen_Security_2019,-23,-58,35,2019-05-07,2019-02-03,93,3,0,0,1,control,5,2019,0.0
12327,2019-02-09,0,web,Kirstjen_Security_2019,kirstjen nielsen homeland security,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen homeland security_Kirstjen_Security_2019,-22,-57,35,2019-05-07,2019-02-03,93,3,0,0,1,control,6,2019,0.0
12328,2019-02-10,17,web,Kirstjen_Security_2019,kirstjen nielsen homeland security,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen homeland security_Kirstjen_Security_2019,-21,-56,35,2019-05-07,2019-02-03,93,3,0,0,1,control,7,2019,0.006039076376554174
12329,2019-02-11,0,web,Kirstjen_Security_2019,kirstjen nielsen homeland security,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen homeland security_Kirstjen_Security_2019,-20,-55,35,2019-05-07,2019-02-03,93,3,0,0,1,control,8,2019,0.0
12330,2019-02-12,0,web,Kirstjen_Security_2019,kirstjen nielsen homeland security,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen homeland security_Kirstjen_Security_2019,-19,-54,35,2019-05-07,2019-02-03,93,3,0,0,1,control,9,2019,0.0
12331,2019-02-13,0,web,Kirstjen_Security_2019,kirstjen nielsen homeland security,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen homeland security_Kirstjen_Security_2019,-18,-53,35,2019-05-07,2019-02-03,93,3,0,0,1,control,10,2019,0.0
12332,2019-02-14,0,web,Kirstjen_Security_2019,kirstjen nielsen homeland security,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen homeland security_Kirstjen_Security_2019,-17,-52,35,2019-05-07,2019-02-03,93,3,0,0,1,control,11,2019,0.0
12333,2019-02-15,0,web,Kirstjen_Security_2019,kirstjen nielsen homeland security,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen homeland security_Kirstjen_Security_2019,-16,-51,35,2019-05-07,2019-02-03,93,3,0,0,1,control,12,2019,0.0
12334,2019-02-16,0,web,Kirstjen_Security_2019,kirstjen nielsen homeland security,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen homeland security_Kirstjen_Security_2019,-15,-50,35,2019-05-07,2019-02-03,93,3,0,0,1,control,13,2019,0.0
12335,2019-02-17,0,web,Kirstjen_Security_2019,kirstjen nielsen homeland security,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen homeland security_Kirstjen_Security_2019,-14,-49,35,2019-05-07,2019-02-03,93,3,0,0,1,control,14,2019,0.0
12336,2019-02-18,0,web,Kirstjen_Security_2019,kirstjen nielsen homeland security,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen homeland security_Kirstjen_Security_2019,-13,-48,35,2019-05-07,2019-02-03,93,3,0,0,1,control,15,2019,0.0
12337,2019-02-19,0,web,Kirstjen_Security_2019,kirstjen nielsen homeland security,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen homeland security_Kirstjen_Security_2019,-12,-47,35,2019-05-07,2019-02-03,93,3,0,0,1,control,16,2019,0.0
12338,2019-02-20,0,web,Kirstjen_Security_2019,kirstjen nielsen homeland security,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen homeland security_Kirstjen_Security_2019,-11,-46,35,2019-05-07,2019-02-03,93,3,0,0,1,control,17,2019,0.0
12339,2019-02-21,0,web,Kirstjen_Security_2019,kirstjen nielsen homeland security,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen homeland security_Kirstjen_Security_2019,-10,-45,35,2019-05-07,2019-02-03,93,3,0,0,1,control,18,2019,0.0
12340,2019-02-22,0,web,Kirstjen_Security_2019,kirstjen nielsen homeland security,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen homeland security_Kirstjen_Security_2019,-9,-44,35,2019-05-07,2019-02-03,93,3,0,0,1,control,19,2019,0.0
12341,2019-02-23,0,web,Kirstjen_Security_2019,kirstjen nielsen homeland security,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen homeland security_Kirstjen_Security_2019,-8,-43,35,2019-05-07,2019-02-03,93,3,0,0,1,control,20,2019,0.0
12342,2019-02-24,0,web,Kirstjen_Security_2019,kirstjen nielsen homeland security,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen homeland security_Kirstjen_Security_2019,-7,-42,35,2019-05-07,2019-02-03,93,3,0,0,1,control,21,2019,0.0
12343,2019-02-25,0,web,Kirstjen_Security_2019,kirstjen nielsen homeland security,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen homeland security_Kirstjen_Security_2019,-6,-41,35,2019-05-07,2019-02-03,93,3,0,0,1,control,22,2019,0.0
12344,2019-02-26,14,web,Kirstjen_Security_2019,kirstjen nielsen homeland security,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen homeland security_Kirstjen_Security_2019,-5,-40,35,2019-05-07,2019-02-03,93,3,0,0,1,control,23,2019,0.00497335701598579
12345,2019-02-27,0,web,Kirstjen_Security_2019,kirstjen nielsen homeland security,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen homeland security_Kirstjen_Security_2019,-4,-39,35,2019-05-07,2019-02-03,93,3,0,0,1,control,24,2019,0.0
12346,2019-02-28,0,web,Kirstjen_Security_2019,kirstjen nielsen homeland security,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen homeland security_Kirstjen_Security_2019,-3,-38,35,2019-05-07,2019-02-03,93,3,0,0,1,control,25,2019,0.0
12347,2019-03-01,13,web,Kirstjen_Security_2019,kirstjen nielsen homeland security,Kirstjen_Security_2019,2019-03-03,2019-04-07,kirstjen nielsen homeland security_Kirstjen_Security_2019,-2,-37,35,2019-05-07,2019-02-03,93,3,0,0,1,control,26,2019,0.004618117229129663
